Best parameters found: {'max_depth': 5, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}
media: 0.729  desvio: (+/-0.131)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 8} 
media: 0.727  desvio: (+/-0.091)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 10} 
media: 0.715  desvio: (+/-0.111)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 12} 
media: 0.712  desvio: (+/-0.176)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 14} 
media: 0.735  desvio: (+/-0.121)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 16} 
media: 0.685  desvio: (+/-0.137)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 2} 
media: 0.684  desvio: (+/-0.147)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 4} 
media: 0.705  desvio: (+/-0.154)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 6} 
media: 0.691  desvio: (+/-0.149)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 8} 
media: 0.720  desvio: (+/-0.112)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 10} 
media: 0.721  desvio: (+/-0.120)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 12} 
media: 0.706  desvio: (+/-0.155)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 14} 
media: 0.731  desvio: (+/-0.131)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 16} 
media: 0.692  desvio: (+/-0.119)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 2} 
media: 0.700  desvio: (+/-0.088)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 4} 
media: 0.728  desvio: (+/-0.093)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 6} 
media: 0.709  desvio: (+/-0.141)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 8} 
media: 0.718  desvio: (+/-0.135)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 10} 
media: 0.686  desvio: (+/-0.156)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 12} 
media: 0.706  desvio: (+/-0.149)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 14} 
media: 0.694  desvio: (+/-0.132)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 16} 
media: 0.683  desvio: (+/-0.112)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 2} 
media: 0.730  desvio: (+/-0.120)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 4} 
media: 0.713  desvio: (+/-0.190)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 6} 
media: 0.700  desvio: (+/-0.174)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 8} 
media: 0.718  desvio: (+/-0.195)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 10} 
media: 0.701  desvio: (+/-0.110)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 12} 
media: 0.694  desvio: (+/-0.140)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 14} 
media: 0.694  desvio: (+/-0.145)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 16} 
media: 0.683  desvio: (+/-0.058)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 2} 
media: 0.705  desvio: (+/-0.164)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 4} 
media: 0.708  desvio: (+/-0.083)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 6} 
media: 0.671  desvio: (+/-0.151)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 8} 
media: 0.683  desvio: (+/-0.126)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 10} 
media: 0.701  desvio: (+/-0.090)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 12} 
media: 0.711  desvio: (+/-0.078)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 14} 
media: 0.719  desvio: (+/-0.102)  param: {'max_depth': 7, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 16} 
media: 0.711  desvio: (+/-0.103)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 2} 
media: 0.708  desvio: (+/-0.114)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 4} 
media: 0.723  desvio: (+/-0.128)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 6} 
media: 0.724  desvio: (+/-0.103)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 8} 
media: 0.712  desvio: (+/-0.082)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 10} 
media: 0.725  desvio: (+/-0.093)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 12} 
media: 0.696  desvio: (+/-0.079)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 14} 
media: 0.703  desvio: (+/-0.104)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 16} 
media: 0.708  desvio: (+/-0.073)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 4, 'min_samples_split': 2} 
media: 0.689  desvio: (+/-0.088)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 4, 'min_samples_split': 4} 
media: 0.704  desvio: (+/-0.072)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 4, 'min_samples_split': 6} 
media: 0.688  desvio: (+/-0.161)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 4, 'min_samples_split': 8} 
media: 0.688  desvio: (+/-0.083)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 4, 'min_samples_split': 10} 
media: 0.714  desvio: (+/-0.074)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 4, 'min_samples_split': 12} 
media: 0.684  desvio: (+/-0.078)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 4, 'min_samples_split': 14} 
media: 0.699  desvio: (+/-0.162)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 4, 'min_samples_split': 16} 
media: 0.687  desvio: (+/-0.163)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 6, 'min_samples_split': 2} 
media: 0.708  desvio: (+/-0.062)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 6, 'min_samples_split': 4} 
media: 0.707  desvio: (+/-0.105)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 6, 'min_samples_split': 6} 
media: 0.706  desvio: (+/-0.130)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 6, 'min_samples_split': 8} 
media: 0.691  desvio: (+/-0.077)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 6, 'min_samples_split': 10} 
media: 0.720  desvio: (+/-0.133)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 6, 'min_samples_split': 12} 
media: 0.687  desvio: (+/-0.122)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 6, 'min_samples_split': 14} 
media: 0.725  desvio: (+/-0.102)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 6, 'min_samples_split': 16} 
media: 0.687  desvio: (+/-0.093)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 8, 'min_samples_split': 2} 
media: 0.695  desvio: (+/-0.160)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 8, 'min_samples_split': 4} 
media: 0.686  desvio: (+/-0.157)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 8, 'min_samples_split': 6} 
media: 0.714  desvio: (+/-0.121)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 8, 'min_samples_split': 8} 
media: 0.674  desvio: (+/-0.160)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 8, 'min_samples_split': 10} 
media: 0.716  desvio: (+/-0.125)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 8, 'min_samples_split': 12} 
media: 0.662  desvio: (+/-0.149)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 8, 'min_samples_split': 14} 
media: 0.688  desvio: (+/-0.231)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 8, 'min_samples_split': 16} 
media: 0.724  desvio: (+/-0.083)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 2} 
media: 0.713  desvio: (+/-0.174)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 4} 
media: 0.719  desvio: (+/-0.123)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 6} 
media: 0.667  desvio: (+/-0.185)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 8} 
media: 0.674  desvio: (+/-0.110)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 10} 
media: 0.680  desvio: (+/-0.127)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 12} 
media: 0.696  desvio: (+/-0.143)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 14} 
media: 0.709  desvio: (+/-0.137)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 16} 
media: 0.689  desvio: (+/-0.127)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 12, 'min_samples_split': 2} 
media: 0.657  desvio: (+/-0.166)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 12, 'min_samples_split': 4} 
media: 0.671  desvio: (+/-0.132)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 12, 'min_samples_split': 6} 
media: 0.684  desvio: (+/-0.128)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 12, 'min_samples_split': 8} 
media: 0.690  desvio: (+/-0.210)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 12, 'min_samples_split': 10} 
media: 0.669  desvio: (+/-0.174)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 12, 'min_samples_split': 12} 
media: 0.688  desvio: (+/-0.115)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 12, 'min_samples_split': 14} 
media: 0.687  desvio: (+/-0.138)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 12, 'min_samples_split': 16} 
media: 0.670  desvio: (+/-0.163)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 14, 'min_samples_split': 2} 
media: 0.741  desvio: (+/-0.098)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 14, 'min_samples_split': 4} 
media: 0.689  desvio: (+/-0.160)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 14, 'min_samples_split': 6} 
media: 0.712  desvio: (+/-0.090)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 14, 'min_samples_split': 8} 
media: 0.696  desvio: (+/-0.178)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 14, 'min_samples_split': 10} 
media: 0.724  desvio: (+/-0.149)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 14, 'min_samples_split': 12} 
media: 0.684  desvio: (+/-0.100)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 14, 'min_samples_split': 14} 
media: 0.711  desvio: (+/-0.117)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 14, 'min_samples_split': 16} 
media: 0.685  desvio: (+/-0.215)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 16, 'min_samples_split': 2} 
media: 0.678  desvio: (+/-0.189)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 16, 'min_samples_split': 4} 
media: 0.707  desvio: (+/-0.136)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 16, 'min_samples_split': 6} 
media: 0.699  desvio: (+/-0.108)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 16, 'min_samples_split': 8} 
media: 0.703  desvio: (+/-0.132)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 16, 'min_samples_split': 10} 
media: 0.747  desvio: (+/-0.083)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 16, 'min_samples_split': 12} 
media: 0.715  desvio: (+/-0.115)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 16, 'min_samples_split': 14} 
media: 0.713  desvio: (+/-0.132)  param: {'max_depth': 8, 'max_features': 5, 'min_samples_leaf': 16, 'min_samples_split': 16} 
media: 0.749  desvio: (+/-0.110)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 2} 
media: 0.735  desvio: (+/-0.092)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 4} 
media: 0.727  desvio: (+/-0.099)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 6} 
media: 0.714  desvio: (+/-0.106)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 8} 
media: 0.725  desvio: (+/-0.074)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 10} 
media: 0.721  desvio: (+/-0.130)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 12} 
media: 0.708  desvio: (+/-0.115)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 14} 
media: 0.699  desvio: (+/-0.150)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 16} 
media: 0.725  desvio: (+/-0.094)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 4, 'min_samples_split': 2} 
media: 0.704  desvio: (+/-0.128)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 4, 'min_samples_split': 4} 
media: 0.719  desvio: (+/-0.087)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 4, 'min_samples_split': 6} 
media: 0.715  desvio: (+/-0.116)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 4, 'min_samples_split': 8} 
media: 0.735  desvio: (+/-0.060)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 4, 'min_samples_split': 10} 
media: 0.717  desvio: (+/-0.094)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 4, 'min_samples_split': 12} 
media: 0.714  desvio: (+/-0.109)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 4, 'min_samples_split': 14} 
media: 0.724  desvio: (+/-0.112)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 4, 'min_samples_split': 16} 
media: 0.699  desvio: (+/-0.099)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 6, 'min_samples_split': 2} 
media: 0.728  desvio: (+/-0.132)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 6, 'min_samples_split': 4} 
media: 0.709  desvio: (+/-0.149)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 6, 'min_samples_split': 6} 
media: 0.713  desvio: (+/-0.161)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 6, 'min_samples_split': 8} 
media: 0.732  desvio: (+/-0.069)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 6, 'min_samples_split': 10} 
media: 0.703  desvio: (+/-0.111)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 6, 'min_samples_split': 12} 
media: 0.721  desvio: (+/-0.119)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 6, 'min_samples_split': 14} 
media: 0.724  desvio: (+/-0.048)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 6, 'min_samples_split': 16} 
media: 0.719  desvio: (+/-0.153)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 2} 
media: 0.696  desvio: (+/-0.124)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 4} 
media: 0.730  desvio: (+/-0.133)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 6} 
media: 0.708  desvio: (+/-0.085)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 8} 
media: 0.708  desvio: (+/-0.111)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 10} 
media: 0.714  desvio: (+/-0.049)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 12} 
media: 0.734  desvio: (+/-0.113)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 14} 
media: 0.727  desvio: (+/-0.086)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 8, 'min_samples_split': 16} 
media: 0.673  desvio: (+/-0.122)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 2} 
media: 0.699  desvio: (+/-0.166)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 4} 
media: 0.689  desvio: (+/-0.083)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 6} 
media: 0.723  desvio: (+/-0.124)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 8} 
media: 0.706  desvio: (+/-0.148)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 10} 
media: 0.690  desvio: (+/-0.174)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 12} 
media: 0.690  desvio: (+/-0.157)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 14} 
media: 0.725  desvio: (+/-0.117)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 10, 'min_samples_split': 16} 
media: 0.741  desvio: (+/-0.127)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 2} 
media: 0.703  desvio: (+/-0.107)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 4} 
media: 0.686  desvio: (+/-0.151)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 6} 
media: 0.698  desvio: (+/-0.157)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 8} 
media: 0.711  desvio: (+/-0.184)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 10} 
media: 0.682  desvio: (+/-0.140)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 12} 
media: 0.697  desvio: (+/-0.140)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 14} 
media: 0.703  desvio: (+/-0.121)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 12, 'min_samples_split': 16} 
media: 0.692  desvio: (+/-0.133)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 2} 
media: 0.697  desvio: (+/-0.188)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 4} 
media: 0.699  desvio: (+/-0.123)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 6} 
media: 0.679  desvio: (+/-0.139)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 8} 
media: 0.691  desvio: (+/-0.155)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 10} 
media: 0.710  desvio: (+/-0.084)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 12} 
media: 0.696  desvio: (+/-0.158)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 14} 
media: 0.701  desvio: (+/-0.151)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 14, 'min_samples_split': 16} 
media: 0.703  desvio: (+/-0.135)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 2} 
media: 0.711  desvio: (+/-0.142)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 4} 
media: 0.685  desvio: (+/-0.106)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 6} 
media: 0.694  desvio: (+/-0.117)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 8} 
media: 0.683  desvio: (+/-0.122)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 10} 
media: 0.720  desvio: (+/-0.164)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 12} 
media: 0.699  desvio: (+/-0.118)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 14} 
media: 0.681  desvio: (+/-0.121)  param: {'max_depth': 8, 'max_features': 10, 'min_samples_leaf': 16, 'min_samples_split': 16} 
media: 0.726  desvio: (+/-0.143)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 2} 
media: 0.751  desvio: (+/-0.068)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 4} 
media: 0.727  desvio: (+/-0.102)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 6} 
media: 0.708  desvio: (+/-0.134)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 8} 
media: 0.719  desvio: (+/-0.082)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 10} 
media: 0.723  desvio: (+/-0.151)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 12} 
media: 0.664  desvio: (+/-0.123)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 14} 
media: 0.682  desvio: (+/-0.087)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 16} 
media: 0.700  desvio: (+/-0.107)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 4, 'min_samples_split': 2} 
media: 0.697  desvio: (+/-0.166)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 4, 'min_samples_split': 4} 
media: 0.711  desvio: (+/-0.067)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 4, 'min_samples_split': 6} 
media: 0.684  desvio: (+/-0.079)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 4, 'min_samples_split': 8} 
media: 0.703  desvio: (+/-0.106)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 4, 'min_samples_split': 10} 
media: 0.688  desvio: (+/-0.159)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 4, 'min_samples_split': 12} 
media: 0.667  desvio: (+/-0.143)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 4, 'min_samples_split': 14} 
media: 0.701  desvio: (+/-0.083)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 4, 'min_samples_split': 16} 
media: 0.708  desvio: (+/-0.124)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 6, 'min_samples_split': 2} 
media: 0.692  desvio: (+/-0.085)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 6, 'min_samples_split': 4} 
media: 0.701  desvio: (+/-0.130)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 6, 'min_samples_split': 6} 
media: 0.721  desvio: (+/-0.130)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 6, 'min_samples_split': 8} 
media: 0.700  desvio: (+/-0.118)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 6, 'min_samples_split': 10} 
media: 0.673  desvio: (+/-0.133)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 6, 'min_samples_split': 12} 
media: 0.724  desvio: (+/-0.127)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 6, 'min_samples_split': 14} 
media: 0.715  desvio: (+/-0.093)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 6, 'min_samples_split': 16} 
media: 0.668  desvio: (+/-0.118)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 8, 'min_samples_split': 2} 
media: 0.724  desvio: (+/-0.150)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 8, 'min_samples_split': 4} 
media: 0.709  desvio: (+/-0.188)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 8, 'min_samples_split': 6} 
media: 0.728  desvio: (+/-0.164)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 8, 'min_samples_split': 8} 
media: 0.712  desvio: (+/-0.151)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 8, 'min_samples_split': 10} 
media: 0.688  desvio: (+/-0.100)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 8, 'min_samples_split': 12} 
media: 0.690  desvio: (+/-0.146)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 8, 'min_samples_split': 14} 
media: 0.718  desvio: (+/-0.143)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 8, 'min_samples_split': 16} 
media: 0.693  desvio: (+/-0.108)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 2} 
media: 0.669  desvio: (+/-0.113)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 4} 
media: 0.675  desvio: (+/-0.133)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 6} 
media: 0.690  desvio: (+/-0.169)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 8} 
media: 0.666  desvio: (+/-0.161)  param: {'max_depth': 9, 'max_features': 5, 'min_samples_leaf': 10, 'min_samples_split': 10} 
